,year,mes,Día,1.Dólar observado
0,1982,8,9,55.65
1,1982,8,10,62.79
2,1982,8,11,64.07
3,1982,8,12,60.52
4,1982,8,13,56.87
5,1982,8,14,
6,1982,8,15,
7,1982,8,16,55.32
8,1982,8,17,55.28
9,1982,8,18,55.53
10,1982,8,19,56.65
11,1982,8,20,58.63
12,1982,8,21,
13,1982,8,22,
14,1982,8,23,60.28
15,1982,8,24,56.82
16,1982,8,25,55.67
17,1982,8,26,55.58
18,1982,8,27,55.79
19,1982,8,28,
20,1982,8,29,
21,1982,8,30,58.42
22,1982,8,31,58.81
23,1982,9,1,57.1
24,1982,9,2,58.84
25,1982,9,3,58.99
26,1982,9,4,
27,1982,9,5,
28,1982,9,6,59.52
29,1982,9,7,59.71
30,1982,9,8,59.49
31,1982,9,9,60.15
32,1982,9,10,61.07
33,1982,9,11,
34,1982,9,12,
35,1982,9,13,62.43
36,1982,9,14,62.88
37,1982,9,15,64.44
38,1982,9,16,66.48
39,1982,9,17,67.5
40,1982,9,18,
41,1982,9,19,
42,1982,9,20,66.11
43,1982,9,21,64.84
44,1982,9,22,63.8
45,1982,9,23,64.33
46,1982,9,24,64.37
47,1982,9,25,
48,1982,9,26,
49,1982,9,27,65.12
50,1982,9,28,65.7
51,1982,9,29,66.87
52,1982,9,30,67.23
53,1982,10,1,67.41
54,1982,10,2,
55,1982,10,3,
56,1982,10,4,66.81
57,1982,10,5,66.23
58,1982,10,6,65.94
59,1982,10,7,66.02
60,1982,10,8,65.97
61,1982,10,9,
62,1982,10,10,
63,1982,10,11,65.85
64,1982,10,12,
65,1982,10,13,65.63
66,1982,10,14,65.8
67,1982,10,15,65.63
68,1982,10,16,
69,1982,10,17,
70,1982,10,18,65.89
71,1982,10,19,65.79
72,1982,10,20,65.82
73,1982,10,21,65.96
74,1982,10,22,66.05
75,1982,10,23,
76,1982,10,24,
77,1982,10,25,66.36
78,1982,10,26,66.72
79,1982,10,27,66.93
80,1982,10,28,67.21
81,1982,10,29,67.34
82,1982,10,30,
83,1982,10,31,
84,1982,11,1,
85,1982,11,2,67.74
86,1982,11,3,67.82
87,1982,11,4,68.02
88,1982,11,5,68.11
89,1982,11,6,
90,1982,11,7,
91,1982,11,8,68.26
92,1982,11,9,68.52
93,1982,11,10,68.68
94,1982,11,11,68.78
95,1982,11,12,68.96
96,1982,11,13,
97,1982,11,14,
98,1982,11,15,69.2
99,1982,11,16,69.32
100,1982,11,17,69.36
101,1982,11,18,69.36
102,1982,11,19,69.48
103,1982,11,20,
104,1982,11,21,
105,1982,11,22,69.61
106,1982,11,23,69.93
107,1982,11,24,70.08
108,1982,11,25,70.24
109,1982,11,26,70.38
110,1982,11,27,
111,1982,11,28,
112,1982,11,29,70.47
113,1982,11,30,70.57
114,1982,12,1,70.66
115,1982,12,2,71.07
116,1982,12,3,71.91
117,1982,12,4,
118,1982,12,5,
119,1982,12,6,73.54
120,1982,12,7,72.26
121,1982,12,8,
122,1982,12,9,72.13
123,1982,12,10,71.86
124,1982,12,11,
125,1982,12,12,
126,1982,12,13,72.01
127,1982,12,14,72.24
128,1982,12,15,72.22
129,1982,12,16,72.06
130,1982,12,17,72.13
131,1982,12,18,
132,1982,12,19,
133,1982,12,20,72.26
134,1982,12,21,72.42
135,1982,12,22,72.43
136,1982,12,23,72.44
137,1982,12,24,72.68
138,1982,12,25,
139,1982,12,26,
140,1982,12,27,73.25
141,1982,12,28,73.52
142,1982,12,29,73.55
143,1982,12,30,73.57
144,1982,12,31,
