,year,mes,Día,1.Dólar observado
0,1990,1,1,
1,1990,1,2,297.37
2,1990,1,3,297.32
3,1990,1,4,297.65
4,1990,1,5,297.66
5,1990,1,6,
6,1990,1,7,
7,1990,1,8,298.18
8,1990,1,9,297.82
9,1990,1,10,298.11
10,1990,1,11,297.86
11,1990,1,12,297.27
12,1990,1,13,
13,1990,1,14,
14,1990,1,15,297.1
15,1990,1,16,293.9
16,1990,1,17,293.74
17,1990,1,18,294.78
18,1990,1,19,296.84
19,1990,1,20,
20,1990,1,21,
21,1990,1,22,296.54
22,1990,1,23,296.66
23,1990,1,24,296.93
24,1990,1,25,297.13
25,1990,1,26,296.79
26,1990,1,27,
27,1990,1,28,
28,1990,1,29,296.96
29,1990,1,30,296.64
30,1990,1,31,295.4
31,1990,2,1,295.58
32,1990,2,2,295.03
33,1990,2,3,
34,1990,2,4,
35,1990,2,5,295.29
36,1990,2,6,294.98
37,1990,2,7,294.59
38,1990,2,8,293.08
39,1990,2,9,290.61
40,1990,2,10,
41,1990,2,11,
42,1990,2,12,287.86
43,1990,2,13,282.94
44,1990,2,14,280.88
45,1990,2,15,285.98
46,1990,2,16,288.8
47,1990,2,17,
48,1990,2,18,
49,1990,2,19,293.51
50,1990,2,20,294.59
51,1990,2,21,298.2
52,1990,2,22,298.84
53,1990,2,23,294.06
54,1990,2,24,
55,1990,2,25,
56,1990,2,26,293.72
57,1990,2,27,295.24
58,1990,2,28,295.48
59,1990,3,1,295.18
60,1990,3,2,294.05
61,1990,3,3,
62,1990,3,4,
63,1990,3,5,294.38
64,1990,3,6,294.68
65,1990,3,7,294.93
66,1990,3,8,294.63
67,1990,3,9,294.31
68,1990,3,10,
69,1990,3,11,
70,1990,3,12,295.15
71,1990,3,13,295.31
72,1990,3,14,295.11
73,1990,3,15,294.85
74,1990,3,16,294.85
75,1990,3,17,
76,1990,3,18,
77,1990,3,19,295.51
78,1990,3,20,295.47
79,1990,3,21,297.75
80,1990,3,22,299.73
81,1990,3,23,300.94
82,1990,3,24,
83,1990,3,25,
84,1990,3,26,301.73
85,1990,3,27,300.77
86,1990,3,28,301.42
87,1990,3,29,298.2
88,1990,3,30,297.64
89,1990,3,31,
90,1990,4,1,
91,1990,4,2,296.98
92,1990,4,3,296.07
93,1990,4,4,296.54
94,1990,4,5,296.71
95,1990,4,6,296.37
96,1990,4,7,
97,1990,4,8,
98,1990,4,9,296.49
99,1990,4,10,295.88
100,1990,4,11,295.05
101,1990,4,12,294.63
102,1990,4,13,
103,1990,4,14,
104,1990,4,15,
105,1990,4,16,295.07
106,1990,4,17,295.66
107,1990,4,18,295.92
108,1990,4,19,296.84
109,1990,4,20,297.3
110,1990,4,21,
111,1990,4,22,
112,1990,4,23,297.04
113,1990,4,24,297.13
114,1990,4,25,297.23
115,1990,4,26,297.15
116,1990,4,27,297.03
117,1990,4,28,
118,1990,4,29,
119,1990,4,30,297.14
120,1990,5,1,
121,1990,5,2,296.92
122,1990,5,3,296.73
123,1990,5,4,295.83
124,1990,5,5,
125,1990,5,6,
126,1990,5,7,295.81
127,1990,5,8,295.75
128,1990,5,9,295.77
129,1990,5,10,296.42
130,1990,5,11,296.23
131,1990,5,12,
132,1990,5,13,
133,1990,5,14,296.5
134,1990,5,15,297.41
135,1990,5,16,297.88
136,1990,5,17,298.37
137,1990,5,18,297.55
138,1990,5,19,
139,1990,5,20,
140,1990,5,21,
141,1990,5,22,297.59
142,1990,5,23,297.76
143,1990,5,24,297.8
144,1990,5,25,297.44
145,1990,5,26,
146,1990,5,27,
147,1990,5,28,297.25
148,1990,5,29,297.13
149,1990,5,30,297.14
150,1990,5,31,297.11
151,1990,6,1,296.56
152,1990,6,2,
153,1990,6,3,
154,1990,6,4,298.06
155,1990,6,5,298.99
156,1990,6,6,299.03
157,1990,6,7,298.21
158,1990,6,8,298.03
159,1990,6,9,
160,1990,6,10,
161,1990,6,11,297.87
162,1990,6,12,297.05
163,1990,6,13,295.77
164,1990,6,14,
165,1990,6,15,296.44
166,1990,6,16,
167,1990,6,17,
168,1990,6,18,296.56
169,1990,6,19,295.51
170,1990,6,20,295.34
171,1990,6,21,295.53
172,1990,6,22,295.15
173,1990,6,23,
174,1990,6,24,
175,1990,6,25,295.51
176,1990,6,26,295.56
177,1990,6,27,296.55
178,1990,6,28,297.27
179,1990,6,29,
180,1990,6,30,
181,1990,7,1,
182,1990,7,2,297.07
183,1990,7,3,297.0
184,1990,7,4,295.9
185,1990,7,5,295.53
186,1990,7,6,295.65
187,1990,7,7,
188,1990,7,8,
189,1990,7,9,297.62
190,1990,7,10,297.64
191,1990,7,11,296.27
192,1990,7,12,295.57
193,1990,7,13,295.14
194,1990,7,14,
195,1990,7,15,
196,1990,7,16,295.69
197,1990,7,17,295.97
198,1990,7,18,296.07
199,1990,7,19,296.24
200,1990,7,20,296.32
201,1990,7,21,
202,1990,7,22,
203,1990,7,23,296.99
204,1990,7,24,297.09
205,1990,7,25,297.28
206,1990,7,26,297.49
207,1990,7,27,297.87
208,1990,7,28,
209,1990,7,29,
210,1990,7,30,298.04
211,1990,7,31,298.2
212,1990,8,1,298.48
213,1990,8,2,298.67
214,1990,8,3,298.81
215,1990,8,4,
216,1990,8,5,
217,1990,8,6,299.42
218,1990,8,7,299.54
219,1990,8,8,299.75
220,1990,8,9,299.89
221,1990,8,10,300.01
222,1990,8,11,
223,1990,8,12,
224,1990,8,13,300.52
225,1990,8,14,300.63
226,1990,8,15,
227,1990,8,16,300.94
228,1990,8,17,300.99
