,year,mes,Día,1.Dólar observado
2922,1998,1,1,
2923,1998,1,2,439.18
2924,1998,1,3,
2925,1998,1,4,
2926,1998,1,5,439.58
2927,1998,1,6,441.52
2928,1998,1,7,443.44
2929,1998,1,8,447.92
2930,1998,1,9,459.11
2931,1998,1,10,
2932,1998,1,11,
2933,1998,1,12,459.38
2934,1998,1,13,466.95
2935,1998,1,14,460.55
2936,1998,1,15,454.91
2937,1998,1,16,455.94
2938,1998,1,17,
2939,1998,1,18,
2940,1998,1,19,456.37
2941,1998,1,20,456.86
2942,1998,1,21,457.67
2943,1998,1,22,457.56
2944,1998,1,23,458.15
2945,1998,1,24,
2946,1998,1,25,
2947,1998,1,26,458.34
2948,1998,1,27,455.79
2949,1998,1,28,450.55
2950,1998,1,29,449.6
2951,1998,1,30,451.8
2952,1998,1,31,
2953,1998,2,1,
2954,1998,2,2,454.25
2955,1998,2,3,452.81
2956,1998,2,4,453.37
2957,1998,2,5,452.48
2958,1998,2,6,452.08
2959,1998,2,7,
2960,1998,2,8,
2961,1998,2,9,451.9
2962,1998,2,10,449.12
2963,1998,2,11,446.56
2964,1998,2,12,442.21
2965,1998,2,13,442.73
2966,1998,2,14,
2967,1998,2,15,
2968,1998,2,16,444.38
2969,1998,2,17,443.82
2970,1998,2,18,441.53
2971,1998,2,19,441.44
2972,1998,2,20,444.02
2973,1998,2,21,
2974,1998,2,22,
2975,1998,2,23,445.63
2976,1998,2,24,451.42
2977,1998,2,25,453.94
2978,1998,2,26,454.26
2979,1998,2,27,452.67
2980,1998,2,28,
2981,1998,3,1,
2982,1998,3,2,451.67
2983,1998,3,3,450.64
2984,1998,3,4,450.19
2985,1998,3,5,453.12
2986,1998,3,6,453.26
2987,1998,3,7,
2988,1998,3,8,
2989,1998,3,9,453.57
2990,1998,3,10,453.66
2991,1998,3,11,454.29
2992,1998,3,12,453.96
2993,1998,3,13,453.04
2994,1998,3,14,
2995,1998,3,15,
2996,1998,3,16,452.43
2997,1998,3,17,451.68
2998,1998,3,18,451.45
2999,1998,3,19,452.08
