,year,mes,Día,1.Dólar observado
1971,1988,1,1,
1972,1988,1,2,
1973,1988,1,3,
1974,1988,1,4,238.14
1975,1988,1,5,238.26
1976,1988,1,6,248.84
1977,1988,1,7,248.04
1978,1988,1,8,244.09
1979,1988,1,9,
1980,1988,1,10,
1981,1988,1,11,247.7
1982,1988,1,12,246.94
1983,1988,1,13,245.12
1984,1988,1,14,244.53
1985,1988,1,15,243.84
1986,1988,1,16,
1987,1988,1,17,
1988,1988,1,18,242.82
1989,1988,1,19,242.0
1990,1988,1,20,244.4
1991,1988,1,21,244.52
1992,1988,1,22,244.0
1993,1988,1,23,
1994,1988,1,24,
1995,1988,1,25,244.73
1996,1988,1,26,242.83
1997,1988,1,27,241.23
1998,1988,1,28,241.34
1999,1988,1,29,241.15
2000,1988,1,30,
2001,1988,1,31,
2002,1988,2,1,240.9
2003,1988,2,2,241.76
2004,1988,2,3,241.9
2005,1988,2,4,240.96
2006,1988,2,5,239.69
2007,1988,2,6,
2008,1988,2,7,
2009,1988,2,8,241.48
2010,1988,2,9,239.43
2011,1988,2,10,239.98
2012,1988,2,11,239.61
2013,1988,2,12,238.92
2014,1988,2,13,
2015,1988,2,14,
2016,1988,2,15,238.83
2017,1988,2,16,239.73
2018,1988,2,17,239.27
2019,1988,2,18,239.67
2020,1988,2,19,239.25
2021,1988,2,20,
2022,1988,2,21,
2023,1988,2,22,239.52
2024,1988,2,23,238.98
2025,1988,2,24,238.9
2026,1988,2,25,240.37
2027,1988,2,26,239.85
2028,1988,2,27,
2029,1988,2,28,
2030,1988,2,29,240.94
2031,1988,3,1,242.79
2032,1988,3,2,242.9
2033,1988,3,3,242.56
2034,1988,3,4,242.18
2035,1988,3,5,
2036,1988,3,6,
2037,1988,3,7,241.49
2038,1988,3,8,241.34
2039,1988,3,9,241.73
2040,1988,3,10,241.97
2041,1988,3,11,242.44
2042,1988,3,12,
2043,1988,3,13,
2044,1988,3,14,243.41
2045,1988,3,15,242.79
2046,1988,3,16,242.85
2047,1988,3,17,243.37
2048,1988,3,18,244.03
2049,1988,3,19,
2050,1988,3,20,
2051,1988,3,21,244.4
2052,1988,3,22,244.45
2053,1988,3,23,244.58
2054,1988,3,24,244.36
