,year,mes,Día,1.Dólar observado
2557,2007,1,1,
2558,2007,1,2,532.39
2559,2007,1,3,534.42
2560,2007,1,4,538.22
2561,2007,1,5,540.69
2562,2007,1,6,
2563,2007,1,7,
2564,2007,1,8,540.41
2565,2007,1,9,543.15
2566,2007,1,10,542.27
2567,2007,1,11,543.29
2568,2007,1,12,538.27
2569,2007,1,13,
2570,2007,1,14,
2571,2007,1,15,539.74
2572,2007,1,16,540.38
2573,2007,1,17,542.59
2574,2007,1,18,542.75
2575,2007,1,19,540.98
2576,2007,1,20,
2577,2007,1,21,
2578,2007,1,22,541.54
2579,2007,1,23,540.1
2580,2007,1,24,540.84
2581,2007,1,25,539.05
2582,2007,1,26,538.88
2583,2007,1,27,
2584,2007,1,28,
2585,2007,1,29,542.12
2586,2007,1,30,543.96
2587,2007,1,31,545.18
2588,2007,2,1,544.49
2589,2007,2,2,543.07
2590,2007,2,3,
2591,2007,2,4,
2592,2007,2,5,546.31
2593,2007,2,6,547.07
2594,2007,2,7,547.24
2595,2007,2,8,548.67
2596,2007,2,9,548.22
2597,2007,2,10,
2598,2007,2,11,
2599,2007,2,12,545.84
2600,2007,2,13,546.43
2601,2007,2,14,543.94
2602,2007,2,15,540.67
2603,2007,2,16,539.07
2604,2007,2,17,
2605,2007,2,18,
2606,2007,2,19,540.04
2607,2007,2,20,539.58
2608,2007,2,21,539.06
2609,2007,2,22,539.69
2610,2007,2,23,536.21
2611,2007,2,24,
2612,2007,2,25,
2613,2007,2,26,536.02
2614,2007,2,27,535.29
2615,2007,2,28,538.42
2616,2007,3,1,540.07
2617,2007,3,2,541.42
2618,2007,3,3,
2619,2007,3,4,
2620,2007,3,5,540.49
2621,2007,3,6,541.95
2622,2007,3,7,537.85
2623,2007,3,8,537.43
2624,2007,3,9,536.81
2625,2007,3,10,
2626,2007,3,11,
2627,2007,3,12,538.54
2628,2007,3,13,539.2
2629,2007,3,14,539.24
2630,2007,3,15,540.15
2631,2007,3,16,538.01
2632,2007,3,17,
2633,2007,3,18,
2634,2007,3,19,536.97
2635,2007,3,20,536.02
2636,2007,3,21,535.8
2637,2007,3,22,535.77
2638,2007,3,23,535.36
2639,2007,3,24,
2640,2007,3,25,
2641,2007,3,26,537.45
2642,2007,3,27,538.49
2643,2007,3,28,539.57
2644,2007,3,29,540.77
2645,2007,3,30,539.37
2646,2007,3,31,
2647,2007,4,1,
2648,2007,4,2,539.21
2649,2007,4,3,539.69
2650,2007,4,4,537.86
2651,2007,4,5,537.53
2652,2007,4,6,
2653,2007,4,7,
2654,2007,4,8,
2655,2007,4,9,536.81
2656,2007,4,10,535.45
2657,2007,4,11,534.93
2658,2007,4,12,532.75
2659,2007,4,13,532.52
2660,2007,4,14,
2661,2007,4,15,
2662,2007,4,16,532.02
2663,2007,4,17,530.51
2664,2007,4,18,529.28
2665,2007,4,19,529.31
2666,2007,4,20,530.14
2667,2007,4,21,
2668,2007,4,22,
2669,2007,4,23,528.49
2670,2007,4,24,528.3
2671,2007,4,25,529.1
2672,2007,4,26,527.55
2673,2007,4,27,527.49
2674,2007,4,28,
2675,2007,4,29,
2676,2007,4,30,527.08
2677,2007,5,1,
2678,2007,5,2,525.96
2679,2007,5,3,525.16
2680,2007,5,4,523.54
2681,2007,5,5,
