,year,mes,Día,1.Dólar observado
2922,2008,1,1,
2923,2008,1,2,496.89
2924,2008,1,3,498.05
2925,2008,1,4,496.83
2926,2008,1,5,
2927,2008,1,6,
2928,2008,1,7,495.73
2929,2008,1,8,495.64
2930,2008,1,9,490.21
2931,2008,1,10,487.25
2932,2008,1,11,484.83
2933,2008,1,12,
2934,2008,1,13,
2935,2008,1,14,480.15
2936,2008,1,15,471.67
2937,2008,1,16,471.69
2938,2008,1,17,478.28
2939,2008,1,18,476.06
2940,2008,1,19,
2941,2008,1,20,
2942,2008,1,21,476.32
2943,2008,1,22,482.54
2944,2008,1,23,480.86
2945,2008,1,24,479.02
2946,2008,1,25,471.41
2947,2008,1,26,
2948,2008,1,27,
2949,2008,1,28,467.95
2950,2008,1,29,469.46
2951,2008,1,30,463.58
2952,2008,1,31,465.3
2953,2008,2,1,465.34
2954,2008,2,2,
2955,2008,2,3,
2956,2008,2,4,464.65
2957,2008,2,5,466.71
2958,2008,2,6,472.35
2959,2008,2,7,474.47
2960,2008,2,8,476.44
2961,2008,2,9,
2962,2008,2,10,
2963,2008,2,11,473.97
2964,2008,2,12,468.93
2965,2008,2,13,465.72
2966,2008,2,14,466.41
2967,2008,2,15,464.47
2968,2008,2,16,
2969,2008,2,17,
2970,2008,2,18,465.17
2971,2008,2,19,463.18
2972,2008,2,20,464.36
2973,2008,2,21,469.24
2974,2008,2,22,468.29
2975,2008,2,23,
2976,2008,2,24,
2977,2008,2,25,466.74
2978,2008,2,26,467.2
2979,2008,2,27,466.64
2980,2008,2,28,463.26
2981,2008,2,29,458.02
2982,2008,3,1,
2983,2008,3,2,
2984,2008,3,3,453.95
2985,2008,3,4,454.94
2986,2008,3,5,453.11
2987,2008,3,6,449.49
2988,2008,3,7,444.87
2989,2008,3,8,
2990,2008,3,9,
2991,2008,3,10,444.04
2992,2008,3,11,440.31
2993,2008,3,12,435.1
2994,2008,3,13,432.38
2995,2008,3,14,433.41
2996,2008,3,15,
2997,2008,3,16,
2998,2008,3,17,434.54
