,year,mes,Día,1.Dólar observado
2192,2006,1,1,
2193,2006,1,2,512.5
2194,2006,1,3,513.18
2195,2006,1,4,518.04
2196,2006,1,5,515.45
2197,2006,1,6,516.4
2198,2006,1,7,
2199,2006,1,8,
2200,2006,1,9,522.0
2201,2006,1,10,521.82
2202,2006,1,11,524.06
2203,2006,1,12,523.5
2204,2006,1,13,523.41
2205,2006,1,14,
2206,2006,1,15,
2207,2006,1,16,525.62
2208,2006,1,17,526.1
2209,2006,1,18,529.77
2210,2006,1,19,535.36
2211,2006,1,20,534.49
2212,2006,1,21,
2213,2006,1,22,
2214,2006,1,23,531.49
2215,2006,1,24,530.61
2216,2006,1,25,528.04
2217,2006,1,26,525.67
2218,2006,1,27,529.18
2219,2006,1,28,
2220,2006,1,29,
2221,2006,1,30,527.02
2222,2006,1,31,524.78
2223,2006,2,1,524.37
2224,2006,2,2,528.42
2225,2006,2,3,529.29
2226,2006,2,4,
2227,2006,2,5,
2228,2006,2,6,529.98
2229,2006,2,7,526.1
2230,2006,2,8,526.51
2231,2006,2,9,530.97
2232,2006,2,10,528.81
2233,2006,2,11,
2234,2006,2,12,
2235,2006,2,13,527.34
2236,2006,2,14,531.88
2237,2006,2,15,532.35
2238,2006,2,16,530.95
2239,2006,2,17,528.72
2240,2006,2,18,
2241,2006,2,19,
2242,2006,2,20,522.68
2243,2006,2,21,524.14
2244,2006,2,22,518.91
2245,2006,2,23,520.37
2246,2006,2,24,516.91
2247,2006,2,25,
2248,2006,2,26,
2249,2006,2,27,517.63
2250,2006,2,28,517.76
2251,2006,3,1,517.33
2252,2006,3,2,516.75
2253,2006,3,3,518.29
2254,2006,3,4,
2255,2006,3,5,
2256,2006,3,6,522.28
2257,2006,3,7,525.23
2258,2006,3,8,529.31
2259,2006,3,9,533.88
2260,2006,3,10,530.55
2261,2006,3,11,
2262,2006,3,12,
2263,2006,3,13,531.29
2264,2006,3,14,532.08
2265,2006,3,15,530.6
2266,2006,3,16,527.18
2267,2006,3,17,526.57
2268,2006,3,18,
2269,2006,3,19,
2270,2006,3,20,526.7
2271,2006,3,21,529.78
2272,2006,3,22,533.51
2273,2006,3,23,532.05
2274,2006,3,24,531.15
2275,2006,3,25,
2276,2006,3,26,
2277,2006,3,27,533.53
2278,2006,3,28,535.0
2279,2006,3,29,536.16
2280,2006,3,30,534.81
