,year,mes,Día,1.Dólar observado
1096,2003,1,1,
1097,2003,1,2,718.61
1098,2003,1,3,718.73
1099,2003,1,4,
1100,2003,1,5,
1101,2003,1,6,715.76
1102,2003,1,7,710.19
1103,2003,1,8,713.4
1104,2003,1,9,709.22
1105,2003,1,10,711.75
1106,2003,1,11,
1107,2003,1,12,
1108,2003,1,13,713.07
1109,2003,1,14,710.75
1110,2003,1,15,712.61
1111,2003,1,16,716.96
1112,2003,1,17,720.66
1113,2003,1,18,
1114,2003,1,19,
1115,2003,1,20,726.68
1116,2003,1,21,725.56
1117,2003,1,22,726.56
1118,2003,1,23,732.55
1119,2003,1,24,728.97
1120,2003,1,25,
1121,2003,1,26,
1122,2003,1,27,734.35
1123,2003,1,28,737.84
1124,2003,1,29,737.08
1125,2003,1,30,738.87
1126,2003,1,31,734.34
1127,2003,2,1,
1128,2003,2,2,
1129,2003,2,3,736.15
1130,2003,2,4,733.1
1131,2003,2,5,738.85
1132,2003,2,6,744.67
1133,2003,2,7,743.13
1134,2003,2,8,
1135,2003,2,9,
1136,2003,2,10,741.48
1137,2003,2,11,743.21
1138,2003,2,12,743.09
1139,2003,2,13,747.1
1140,2003,2,14,748.9
1141,2003,2,15,
1142,2003,2,16,
1143,2003,2,17,747.9
1144,2003,2,18,742.14
1145,2003,2,19,740.18
1146,2003,2,20,743.85
1147,2003,2,21,746.71
1148,2003,2,22,
1149,2003,2,23,
1150,2003,2,24,749.36
1151,2003,2,25,752.08
1152,2003,2,26,755.26
1153,2003,2,27,753.57
1154,2003,2,28,753.54
1155,2003,3,1,
1156,2003,3,2,
1157,2003,3,3,750.28
1158,2003,3,4,748.11
1159,2003,3,5,752.79
1160,2003,3,6,755.52
1161,2003,3,7,754.43
1162,2003,3,8,
1163,2003,3,9,
1164,2003,3,10,756.79
1165,2003,3,11,758.21
1166,2003,3,12,754.77
1167,2003,3,13,753.59
1168,2003,3,14,748.09
1169,2003,3,15,
1170,2003,3,16,
1171,2003,3,17,740.3
1172,2003,3,18,741.61
1173,2003,3,19,736.54
1174,2003,3,20,737.38
1175,2003,3,21,742.18
1176,2003,3,22,
1177,2003,3,23,
1178,2003,3,24,734.25
1179,2003,3,25,732.82
1180,2003,3,26,728.27
1181,2003,3,27,725.79
1182,2003,3,28,729.87
1183,2003,3,29,
1184,2003,3,30,
1185,2003,3,31,727.36
1186,2003,4,1,731.56
1187,2003,4,2,729.78
1188,2003,4,3,721.61
1189,2003,4,4,722.03
1190,2003,4,5,
1191,2003,4,6,
1192,2003,4,7,721.54
1193,2003,4,8,718.81
1194,2003,4,9,719.96
1195,2003,4,10,721.78
1196,2003,4,11,725.04
1197,2003,4,12,
1198,2003,4,13,
1199,2003,4,14,723.0
1200,2003,4,15,720.49
1201,2003,4,16,718.68
1202,2003,4,17,715.11
1203,2003,4,18,
1204,2003,4,19,
1205,2003,4,20,
1206,2003,4,21,713.73
1207,2003,4,22,714.38
1208,2003,4,23,716.45
1209,2003,4,24,712.51
1210,2003,4,25,709.32
1211,2003,4,26,
1212,2003,4,27,
1213,2003,4,28,712.06
1214,2003,4,29,710.16
1215,2003,4,30,705.32
1216,2003,5,1,
1217,2003,5,2,704.42
1218,2003,5,3,
1219,2003,5,4,
1220,2003,5,5,700.72
1221,2003,5,6,699.81
1222,2003,5,7,701.2
1223,2003,5,8,696.29
1224,2003,5,9,694.98
1225,2003,5,10,
1226,2003,5,11,
1227,2003,5,12,695.04
1228,2003,5,13,696.53
1229,2003,5,14,694.22
1230,2003,5,15,698.87
1231,2003,5,16,707.02
1232,2003,5,17,
1233,2003,5,18,
1234,2003,5,19,708.72
1235,2003,5,20,709.88
1236,2003,5,21,
1237,2003,5,22,713.73
1238,2003,5,23,708.84
1239,2003,5,24,
1240,2003,5,25,
1241,2003,5,26,705.3
1242,2003,5,27,704.8
1243,2003,5,28,708.89
1244,2003,5,29,712.22
1245,2003,5,30,710.12
1246,2003,5,31,
1247,2003,6,1,
1248,2003,6,2,714.1
1249,2003,6,3,710.25
1250,2003,6,4,712.96
1251,2003,6,5,713.16
1252,2003,6,6,716.86
1253,2003,6,7,
1254,2003,6,8,
1255,2003,6,9,712.25
1256,2003,6,10,716.56
1257,2003,6,11,717.4
1258,2003,6,12,717.11
1259,2003,6,13,708.31
1260,2003,6,14,
1261,2003,6,15,
1262,2003,6,16,
1263,2003,6,17,707.9
1264,2003,6,18,705.24
1265,2003,6,19,705.95
1266,2003,6,20,707.19
1267,2003,6,21,
1268,2003,6,22,
1269,2003,6,23,705.75
1270,2003,6,24,705.46
1271,2003,6,25,703.12
1272,2003,6,26,703.89
1273,2003,6,27,703.0
1274,2003,6,28,
1275,2003,6,29,
1276,2003,6,30,697.23
1277,2003,7,1,699.12
1278,2003,7,2,698.53
1279,2003,7,3,695.82
1280,2003,7,4,697.11
1281,2003,7,5,
1282,2003,7,6,
1283,2003,7,7,697.91
1284,2003,7,8,697.5
1285,2003,7,9,704.46
1286,2003,7,10,703.47
1287,2003,7,11,704.99
1288,2003,7,12,
1289,2003,7,13,
1290,2003,7,14,704.57
1291,2003,7,15,702.47
1292,2003,7,16,699.57
1293,2003,7,17,698.55
1294,2003,7,18,698.31
1295,2003,7,19,
1296,2003,7,20,
1297,2003,7,21,701.34
1298,2003,7,22,701.86
1299,2003,7,23,702.72
1300,2003,7,24,704.85
1301,2003,7,25,703.64
1302,2003,7,26,
1303,2003,7,27,
1304,2003,7,28,701.61
1305,2003,7,29,699.97
1306,2003,7,30,702.22
1307,2003,7,31,705.64
1308,2003,8,1,706.21
1309,2003,8,2,
1310,2003,8,3,
1311,2003,8,4,708.34
1312,2003,8,5,713.22
1313,2003,8,6,713.15
1314,2003,8,7,710.86
1315,2003,8,8,707.23
1316,2003,8,9,
1317,2003,8,10,
1318,2003,8,11,702.15
1319,2003,8,12,702.09
1320,2003,8,13,703.52
1321,2003,8,14,704.26
1322,2003,8,15,
1323,2003,8,16,
1324,2003,8,17,
1325,2003,8,18,703.43
1326,2003,8,19,702.99
1327,2003,8,20,704.25
1328,2003,8,21,702.68
1329,2003,8,22,699.18
1330,2003,8,23,
1331,2003,8,24,
1332,2003,8,25,697.31
1333,2003,8,26,697.11
