,year,mes,Día,1.Dólar observado
3287,2019,1,1,
3288,2019,1,2,694.77
3289,2019,1,3,697.09
3290,2019,1,4,697.64
3291,2019,1,5,
3292,2019,1,6,
3293,2019,1,7,688.42
3294,2019,1,8,679.69
3295,2019,1,9,680.1
3296,2019,1,10,678.09
3297,2019,1,11,677.58
3298,2019,1,12,
3299,2019,1,13,
3300,2019,1,14,675.15
3301,2019,1,15,674.95
3302,2019,1,16,673.76
3303,2019,1,17,672.73
3304,2019,1,18,671.37
3305,2019,1,19,
3306,2019,1,20,
3307,2019,1,21,670.1
3308,2019,1,22,672.42
3309,2019,1,23,672.26
3310,2019,1,24,672.41
3311,2019,1,25,672.14
3312,2019,1,26,
3313,2019,1,27,
3314,2019,1,28,667.04
3315,2019,1,29,671.29
3316,2019,1,30,669.6
3317,2019,1,31,666.76
3318,2019,2,1,657.81
3319,2019,2,2,
3320,2019,2,3,
3321,2019,2,4,655.39
3322,2019,2,5,653.8
3323,2019,2,6,652.78
3324,2019,2,7,653.9
3325,2019,2,8,654.44
3326,2019,2,9,
3327,2019,2,10,
3328,2019,2,11,656.46
3329,2019,2,12,660.82
3330,2019,2,13,660.49
3331,2019,2,14,661.6
3332,2019,2,15,665.9
3333,2019,2,16,
3334,2019,2,17,
3335,2019,2,18,663.98
3336,2019,2,19,660.82
3337,2019,2,20,658.75
3338,2019,2,21,654.52
3339,2019,2,22,654.33
3340,2019,2,23,
3341,2019,2,24,
3342,2019,2,25,651.36
3343,2019,2,26,649.22
3344,2019,2,27,649.8
3345,2019,2,28,649.92
3346,2019,3,1,651.79
3347,2019,3,2,
3348,2019,3,3,
3349,2019,3,4,656.57
3350,2019,3,5,659.07
3351,2019,3,6,657.49
3352,2019,3,7,658.4
3353,2019,3,8,662.19
3354,2019,3,9,
3355,2019,3,10,
3356,2019,3,11,670.83
3357,2019,3,12,669.37
3358,2019,3,13,667.09
3359,2019,3,14,665.68
3360,2019,3,15,670.62
3361,2019,3,16,
3362,2019,3,17,
3363,2019,3,18,669.39
3364,2019,3,19,667.21
3365,2019,3,20,664.78
3366,2019,3,21,666.13
3367,2019,3,22,665.12
3368,2019,3,23,
3369,2019,3,24,
3370,2019,3,25,676.6
3371,2019,3,26,679.08
3372,2019,3,27,679.02
3373,2019,3,28,683.73
3374,2019,3,29,681.09
3375,2019,3,30,
3376,2019,3,31,
3377,2019,4,1,678.53
3378,2019,4,2,672.56
3379,2019,4,3,670.05
3380,2019,4,4,667.55
3381,2019,4,5,666.32
3382,2019,4,6,
3383,2019,4,7,
3384,2019,4,8,664.17
3385,2019,4,9,663.01
3386,2019,4,10,663.15
3387,2019,4,11,662.92
3388,2019,4,12,664.19
3389,2019,4,13,
3390,2019,4,14,
3391,2019,4,15,660.67
3392,2019,4,16,662.86
3393,2019,4,17,663.98
3394,2019,4,18,660.48
3395,2019,4,19,
3396,2019,4,20,
3397,2019,4,21,
3398,2019,4,22,662.27
3399,2019,4,23,663.91
3400,2019,4,24,668.19
3401,2019,4,25,672.83
3402,2019,4,26,676.21
3403,2019,4,27,
3404,2019,4,28,
3405,2019,4,29,673.86
3406,2019,4,30,677.67
3407,2019,5,1,
3408,2019,5,2,678.71
3409,2019,5,3,683.31
3410,2019,5,4,
3411,2019,5,5,
3412,2019,5,6,678.68
3413,2019,5,7,681.09
3414,2019,5,8,683.49
3415,2019,5,9,684.51
3416,2019,5,10,686.43
3417,2019,5,11,
3418,2019,5,12,
3419,2019,5,13,685.67
3420,2019,5,14,693.04
3421,2019,5,15,692.33
3422,2019,5,16,692.62
3423,2019,5,17,692.79
3424,2019,5,18,
3425,2019,5,19,
3426,2019,5,20,696.61
3427,2019,5,21,
3428,2019,5,22,697.23
3429,2019,5,23,696.7
3430,2019,5,24,698.03
3431,2019,5,25,
3432,2019,5,26,
3433,2019,5,27,694.84
3434,2019,5,28,696.46
3435,2019,5,29,703.48
3436,2019,5,30,708.2
3437,2019,5,31,707.86
3438,2019,6,1,
3439,2019,6,2,
3440,2019,6,3,709.8
3441,2019,6,4,704.59
3442,2019,6,5,696.78
3443,2019,6,6,693.25
3444,2019,6,7,692.21
3445,2019,6,8,
3446,2019,6,9,
3447,2019,6,10,692.28
3448,2019,6,11,697.34
3449,2019,6,12,693.6
3450,2019,6,13,694.89
3451,2019,6,14,696.25
3452,2019,6,15,
3453,2019,6,16,
3454,2019,6,17,698.72
3455,2019,6,18,699.52
3456,2019,6,19,696.81
3457,2019,6,20,693.99
3458,2019,6,21,684.19
3459,2019,6,22,
3460,2019,6,23,
3461,2019,6,24,683.41
3462,2019,6,25,682.31
3463,2019,6,26,678.32
3464,2019,6,27,680.06
3465,2019,6,28,679.86
3466,2019,6,29,
3467,2019,6,30,
3468,2019,7,1,679.15
3469,2019,7,2,677.62
3470,2019,7,3,681.3
3471,2019,7,4,680.48
3472,2019,7,5,677.64
3473,2019,7,6,
3474,2019,7,7,
3475,2019,7,8,683.12
3476,2019,7,9,685.83
3477,2019,7,10,688.88
3478,2019,7,11,685.4
3479,2019,7,12,683.38
3480,2019,7,13,
3481,2019,7,14,
3482,2019,7,15,681.07
3483,2019,7,16,
3484,2019,7,17,679.48
3485,2019,7,18,681.69
3486,2019,7,19,683.27
3487,2019,7,20,
3488,2019,7,21,
3489,2019,7,22,685.81
3490,2019,7,23,688.28
3491,2019,7,24,691.57
3492,2019,7,25,691.36
3493,2019,7,26,694.16
3494,2019,7,27,
3495,2019,7,28,
3496,2019,7,29,696.62
3497,2019,7,30,697.22
3498,2019,7,31,699.98
3499,2019,8,1,700.82
3500,2019,8,2,704.88
3501,2019,8,3,
3502,2019,8,4,
3503,2019,8,5,711.13
3504,2019,8,6,721.7
3505,2019,8,7,716.35
3506,2019,8,8,718.55
3507,2019,8,9,710.98
3508,2019,8,10,
3509,2019,8,11,
3510,2019,8,12,712.04
3511,2019,8,13,716.69
3512,2019,8,14,708.37
3513,2019,8,15,
3514,2019,8,16,710.14
3515,2019,8,17,
3516,2019,8,18,
3517,2019,8,19,709.26
3518,2019,8,20,711.94
3519,2019,8,21,710.63
3520,2019,8,22,709.52
3521,2019,8,23,713.22
3522,2019,8,24,
3523,2019,8,25,
3524,2019,8,26,716.4
3525,2019,8,27,718.75
3526,2019,8,28,721.55
3527,2019,8,29,724.2
3528,2019,8,30,720.65
3529,2019,8,31,
3530,2019,9,1,
3531,2019,9,2,720.2
3532,2019,9,3,724.72
3533,2019,9,4,725.69
3534,2019,9,5,723.3
3535,2019,9,6,717.52
3536,2019,9,7,
3537,2019,9,8,
3538,2019,9,9,711.22
3539,2019,9,10,713.72
3540,2019,9,11,714.77
3541,2019,9,12,714.39
3542,2019,9,13,711.29
3543,2019,9,14,
3544,2019,9,15,
3545,2019,9,16,707.07
3546,2019,9,17,709.81
3547,2019,9,18,
3548,2019,9,19,
3549,2019,9,20,
3550,2019,9,21,
3551,2019,9,22,
3552,2019,9,23,715.24
3553,2019,9,24,722.17
3554,2019,9,25,721.92
3555,2019,9,26,727.08
3556,2019,9,27,726.17
3557,2019,9,28,
3558,2019,9,29,
3559,2019,9,30,725.68
3560,2019,10,1,728.21
3561,2019,10,2,729.38
3562,2019,10,3,727.8
3563,2019,10,4,719.53
3564,2019,10,5,
3565,2019,10,6,
3566,2019,10,7,715.53
3567,2019,10,8,717.05
3568,2019,10,9,722.28
3569,2019,10,10,724.27
3570,2019,10,11,720.61
3571,2019,10,12,
3572,2019,10,13,
3573,2019,10,14,712.98
3574,2019,10,15,712.04
3575,2019,10,16,715.48
3576,2019,10,17,718.69
3577,2019,10,18,713.23
3578,2019,10,19,
3579,2019,10,20,
3580,2019,10,21,709.71
3581,2019,10,22,723.52
3582,2019,10,23,726.24
3583,2019,10,24,726.15
3584,2019,10,25,723.43
3585,2019,10,26,
3586,2019,10,27,
3587,2019,10,28,725.87
3588,2019,10,29,724.37
3589,2019,10,30,726.34
3590,2019,10,31,
3591,2019,11,1,
3592,2019,11,2,
3593,2019,11,3,
3594,2019,11,4,735.05
3595,2019,11,5,736.66
3596,2019,11,6,745.85
3597,2019,11,7,743.65
3598,2019,11,8,740.23
3599,2019,11,9,
3600,2019,11,10,
3601,2019,11,11,746.23
3602,2019,11,12,756.08
3603,2019,11,13,783.72
3604,2019,11,14,794.51
3605,2019,11,15,801.83
3606,2019,11,16,
3607,2019,11,17,
3608,2019,11,18,782.82
3609,2019,11,19,773.81
3610,2019,11,20,782.71
3611,2019,11,21,797.17
3612,2019,11,22,795.14
3613,2019,11,23,
3614,2019,11,24,
3615,2019,11,25,795.94
3616,2019,11,26,791.16
3617,2019,11,27,793.49
3618,2019,11,28,806.3
3619,2019,11,29,828.25
3620,2019,11,30,
3621,2019,12,1,
3622,2019,12,2,812.13
3623,2019,12,3,804.29
3624,2019,12,4,802.44
3625,2019,12,5,796.75
3626,2019,12,6,784.25
3627,2019,12,7,
3628,2019,12,8,
3629,2019,12,9,779.04
3630,2019,12,10,771.29
3631,2019,12,11,778.14
3632,2019,12,12,772.93
3633,2019,12,13,768.69
3634,2019,12,14,
3635,2019,12,15,
3636,2019,12,16,766.76
3637,2019,12,17,762.83
3638,2019,12,18,756.95
3639,2019,12,19,752.3
3640,2019,12,20,752.6
3641,2019,12,21,
3642,2019,12,22,
3643,2019,12,23,749.83
3644,2019,12,24,754.27
3645,2019,12,25,
3646,2019,12,26,751.04
3647,2019,12,27,746.66
3648,2019,12,28,
3649,2019,12,29,
3650,2019,12,30,744.62
3651,2019,12,31,
